,Quantity,Tax,Size,Paper Type,Lamination,Sides Printed,Turnaround,PriceStandard,Production Days Standard,Standard Sku
2204,2000,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Single Sided,,42.42,3,FLY-561-556-555-699-STANDARD
650,2000,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,92.15,5,FLY-514-518-652-564-STANDARD
3923,2000,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,92.15,5,FLY-616-665-564-598-STANDARD
1269,2000,0.2,A3,300gsm Art Board Coated,None,Single Sided,,306.85,3,FLY-699-516-565-577-STANDARD
3891,2000,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Single Sided,,31.59,3,FLY-513-562-602-563-STANDARD
674,2000,0.0,A6,300gsm Art Board Coated,None,Double Sided,,55.1,3,FLY-616-510-520-657-STANDARD
1631,2000,0.0,Square 148mm x 148mm,450gsm Art Board Silk Finish,None,Double Sided,,152.0,3,FLY-655-551-658-522-STANDARD
3857,2000,0.0,A5,300gsm Art Board Coated,None,Single Sided,,92.06,3,FLY-466-701-515-519-STANDARD
2351,2000,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Double Sided,,30.4,3,FLY-519-612-566-654-STANDARD
3551,2000,0.0,A5,170gsm Art Paper Gloss Finish,None,Single Sided,,67.69,3,FLY-515-526-479-512-STANDARD
2901,2000,0.2,A4,120gsm Premium Smooth White Paper,None,Single Sided,,81.22,4,FLY-606-563-558-465-STANDARD
2974,2000,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Single Sided,,22.38,4,FLY-704-461-567-565-STANDARD
3220,2000,0.0,A4,130gsm Art Paper Gloss Finish,None,Single Sided,,76.71,3,FLY-601-697-615-463-STANDARD
2618,2000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,225.62,5,FLY-611-505-559-426-STANDARD
1025,2000,0.0,A4,170gsm Art Paper Silk Finish,None,Single Sided,,126.35,3,FLY-559-569-613-566-STANDARD
3196,2000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,347.46,5,FLY-524-520-466-556-STANDARD
1473,2000,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Double Sided,,80.75,3,FLY-609-508-560-505-STANDARD
2537,2000,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,71.25,5,FLY-644-466-557-549-STANDARD
1059,2000,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Single Sided,,63.18,3,FLY-646-566-513-514-STANDARD
3172,2000,0.0,Square 210mm x 210mm,450gsm Art Board Silk Finish,None,Double Sided,,332.5,3,FLY-503-564-517-557-STANDARD
1166,2000,0.0,Square 148mm x 148mm,130gsm Art Paper Silk Finish,None,Double Sided,,44.65,3,FLY-405-508-523-603-STANDARD
2561,2000,0.2,A7,300gsm Art Board Coated,None,Single Sided,,31.59,3,FLY-655-517-515-527-STANDARD
3155,2000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,475.0,5,FLY-558-613-513-427-STANDARD
1086,2000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,80.42,5,FLY-471-511-477-611-STANDARD
1438,2000,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,118.75,3,FLY-659-662-515-599-STANDARD
3123,2000,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,129.96,4,FLY-554-663-652-568-STANDARD
3008,2000,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,63.18,3,FLY-430-572-561-610-STANDARD
3089,2000,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,21.85,4,FLY-511-520-552-520-STANDARD
1108,2000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,71.25,5,FLY-519-522-603-512-STANDARD
2593,2000,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,87.54,5,FLY-511-753-608-552-STANDARD
3065,2000,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,53.3,5,FLY-424-622-518-521-STANDARD
3048,2000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,308.75,5,FLY-575-699-596-526-STANDARD
251,2000,0.0,A7,170gsm Art Paper Silk Finish,None,Double Sided,,22.8,3,FLY-463-599-607-559-STANDARD
2610,2000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,225.62,5,FLY-697-552-464-573-STANDARD
1132,2000,0.0,Square 210mm x 210mm,170gsm Art Paper Gloss Finish,None,Double Sided,,133.0,3,FLY-572-609-553-554-STANDARD
3035,2000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,84.64,5,FLY-507-694-554-551-STANDARD
2505,2000,0.0,A6,170gsm Art Paper Gloss Finish,None,Single Sided,,31.59,3,FLY-474-708-604-652-STANDARD
215,2000,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,80.42,5,FLY-518-558-460-567-STANDARD
3278,2000,0.2,1/3 A4 (DL),120gsm Premium Smooth White Paper,None,Double Sided,,36.1,4,FLY-658-517-526-603-STANDARD
2490,2000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,460.75,5,FLY-564-556-506-558-STANDARD
2383,2000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,44.22,5,FLY-468-577-482-664-STANDARD
837,2000,0.2,A7,350gsm Art Board Silk Finish,None,Double Sided,,33.25,3,FLY-555-651-469-510-STANDARD
3540,2000,0.0,Square 105mm x 105mm,350gsm Recycled Uncoated,None,Single Sided,,52.34,3,FLY-649-568-645-610-STANDARD
3506,2000,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,23.46,3,FLY-512-620-573-470-STANDARD
864,2000,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,80.42,5,FLY-513-514-604-456-STANDARD
1542,2000,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,114.0,5,FLY-610-705-653-613-STANDARD
188,2000,0.0,Square 210mm x 210mm,130gsm Art Paper Silk Finish,None,Single Sided,,76.71,3,FLY-548-462-573-566-STANDARD
2935,2000,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,24.7,3,FLY-427-575-563-517-STANDARD
3482,2000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,308.75,5,FLY-508-607-462-512-STANDARD
2407,2000,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,37.9,3,FLY-651-559-556-596-STANDARD
888,2000,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,225.62,3,FLY-601-547-654-469-STANDARD
1200,2000,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,118.75,3,FLY-608-511-549-465-STANDARD
2080,2000,0.2,Square 105mm x 105mm,100gsm Premium Smooth White Paper,None,Double Sided,,23.56,4,FLY-462-558-560-613-STANDARD
3465,2000,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,803.22,5,FLY-571-517-608-524-STANDARD
3438,2000,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,16.61,4,FLY-665-709-560-606-STANDARD
922,2000,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,118.75,3,FLY-658-565-525-469-STANDARD
1515,2000,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,85.5,4,FLY-535-606-521-515-STANDARD
2473,2000,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,67.69,5,FLY-609-503-511-559-STANDARD
3404,2000,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Double Sided,,76.95,3,FLY-507-564-557-478-STANDARD
954,2000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,148.91,5,FLY-665-602-564-603-STANDARD
2641,2000,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,47.5,4,FLY-563-563-578-564-STANDARD
3368,2000,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,126.35,3,FLY-460-464-476-563-STANDARD
3334,2000,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,45.12,4,FLY-611-506-603-654-STANDARD
978,2000,0.2,A3,170gsm Art Paper Gloss Finish,None,Single Sided,,180.5,3,FLY-466-600-516-467-STANDARD
1500,2000,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,108.3,5,FLY-579-557-512-473-STANDARD
3310,2000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,156.75,5,FLY-552-657-560-510-STANDARD
2441,2000,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,171.0,4,FLY-462-603-607-656-STANDARD
4128,2000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,46.55,5,FLY-425-714-469-606-STANDARD
1404,2000,0.0,Square 105mm x 105mm,170gsm Art Paper Gloss Finish,None,Double Sided,,33.25,3,FLY-479-705-617-562-STANDARD
4357,2000,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,84.64,5,FLY-498-608-613-451-STANDARD
4487,2000,0.0,A4,450gsm Art Board Silk Finish,None,Single Sided,,315.88,3,FLY-571-460-563-556-STANDARD
1328,2000,0.0,A5,130gsm Art Paper Gloss Finish,None,Double Sided,,44.65,3,FLY-606-700-564-563-STANDARD
1804,2000,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,133.0,3,FLY-506-603-615-609-STANDARD
4179,2000,0.0,Square 210mm x 210mm,350gsm Art Board Silk Finish,None,Single Sided,,225.62,3,FLY-463-599-525-650-STANDARD
4296,2000,0.0,Square 148mm x 148mm,300gsm Art Board Coated,None,Double Sided,,96.9,3,FLY-615-560-513-413-STANDARD
4446,2000,0.2,A7,100gsm Premium Smooth White Paper,None,Double Sided,,17.48,4,FLY-519-612-554-521-STANDARD
1838,2000,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,112.81,3,FLY-567-509-615-698-STANDARD
2772,2000,0.2,A7,120gsm Premium Smooth White Paper,None,Single Sided,,20.76,4,FLY-546-601-601-555-STANDARD
2046,2000,0.2,1/3 A4 (DL),100gsm Premium Smooth White Paper,None,Double Sided,,28.88,4,FLY-596-707-472-648-STANDARD
2738,2000,0.0,Square 105mm x 105mm,350gsm Art Board Silk Finish,None,Double Sided,,52.25,3,FLY-509-515-644-514-STANDARD
4473,2000,0.2,Square 210mm x 210mm,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,365.75,5,FLY-653-566-500-569-STANDARD
458,2000,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,80.42,5,FLY-600-704-648-520-STANDARD
1726,2000,0.0,A5,170gsm Art Paper Silk Finish,None,Single Sided,,67.69,3,FLY-572-515-518-622-STANDARD
472,2000,0.0,A4,450gsm Art Board Silk Finish,None,Double Sided,,332.5,3,FLY-558-557-507-607-STANDARD
1895,2000,0.2,A6,120gsm Premium Smooth White Paper,None,Single Sided,,27.98,4,FLY-520-699-614-508-STANDARD
2796,2000,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,365.75,5,FLY-468-608-562-557-STANDARD
1293,2000,0.0,A4,130gsm Art Paper Gloss Finish,None,Double Sided,,80.75,3,FLY-527-519-549-523-STANDARD
4412,2000,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,68.4,4,FLY-464-616-515-520-STANDARD
4213,2000,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Single Sided,,23.46,3,FLY-563-655-515-563-STANDARD
4272,2000,0.2,A3,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,541.05,5,FLY-573-451-469-549-STANDARD
2701,2000,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,80.42,5,FLY-656-606-549-556-STANDARD
356,2000,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,293.31,5,FLY-567-499-646-651-STANDARD
1770,2000,0.0,Square 148mm x 148mm,170gsm Art Paper Silk Finish,None,Double Sided,,71.25,3,FLY-521-560-563-701-STANDARD
1759,2000,0.0,Square 148mm x 148mm,350gsm Recycled Uncoated,None,Double Sided,,95.0,3,FLY-562-514-461-463-STANDARD
2012,2000,0.0,A6,130gsm Art Paper Silk Finish,None,Double Sided,,24.7,3,FLY-468-610-464-468-STANDARD
4247,2000,0.0,A5,300gsm Art Board Coated,None,Double Sided,,96.9,3,FLY-565-564-512-569-STANDARD
380,2000,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,31.59,3,FLY-647-603-648-602-STANDARD
1715,2000,0.0,A6,350gsm Recycled Uncoated,None,Single Sided,,52.34,3,FLY-508-566-562-601-STANDARD
506,2000,0.0,Square 148mm x 148mm,170gsm Art Paper Gloss Finish,None,Single Sided,,67.69,3,FLY-610-608-616-563-STANDARD
1929,2000,0.0,A6,300gsm Art Board Coated,None,Single Sided,,52.34,3,FLY-525-602-433-476-STANDARD
4145,2000,0.0,Square 210mm x 210mm,450gsm Art Board Silk Finish,None,Single Sided,,315.88,3,FLY-451-609-656-609-STANDARD
4379,2000,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,148.91,5,FLY-517-707-616-503-STANDARD
120,2000,0.0,1/3 A4 (DL),300gsm Art Board Coated,None,Double Sided,,66.5,3,FLY-520-756-701-608-STANDARD
2813,2000,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,167.2,5,FLY-498-518-594-624-STANDARD
1961,2000,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,46.55,5,FLY-465-523-655-555-STANDARD
4512,2000,0.2,A3,450gsm Art Board Silk Finish,None,Single Sided,,491.86,3,FLY-657-470-506-653-STANDARD
1978,2000,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Single Sided,,73.1,3,FLY-554-524-511-559-STANDARD
538,2000,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,156.75,5,FLY-481-654-556-607-STANDARD
414,2000,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,39.9,3,FLY-558-606-515-560-STANDARD
441,2000,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,84.64,5,FLY-550-505-610-660-STANDARD
2693,2000,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,142.5,5,FLY-466-572-512-709-STANDARD
319,2000,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,80.75,3,FLY-518-560-458-516-STANDARD
4330,2000,0.0,1/3 A4 (DL),130gsm Art Paper Silk Finish,None,Single Sided,,28.88,3,FLY-453-522-524-458-STANDARD
955,2500,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,180.5,5,FLY-665-602-564-603-STANDARD
2384,2500,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,49.64,5,FLY-468-577-482-664-STANDARD
4660,2500,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,229.9,5,FLY-460-557-473-615-STANDARD
5749,2500,0.2,A4,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,470.25,5,FLY-415-477-647-548-STANDARD
3335,2500,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Single Sided,,47.83,4,FLY-611-506-603-654-STANDARD
865,2500,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,101.26,5,FLY-513-514-604-456-STANDARD
2642,2500,0.2,A5,120gsm Premium Smooth White Paper,None,Double Sided,,50.35,4,FLY-563-563-578-564-STANDARD
2694,2500,0.2,1/3 A4 (DL),350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,163.4,5,FLY-466-572-512-709-STANDARD
79,2500,0.2,Square 210mm x 210mm,120gsm Premium Smooth White Paper,None,Double Sided,,90.25,4,FLY-516-600-653-599-STANDARD
45,2500,0.0,A5,130gsm Art Paper Silk Finish,None,Double Sided,,52.25,3,FLY-548-601-610-618-STANDARD
1501,2500,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,121.84,5,FLY-579-557-512-473-STANDARD
6762,2500,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Double Sided,,43.7,3,FLY-604-645-568-602-STANDARD
5179,2500,0.0,Square 105mm x 105mm,130gsm Art Paper Silk Finish,None,Double Sided,,28.5,3,FLY-551-516-514-652-STANDARD
1543,2500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,128.25,5,FLY-610-705-653-613-STANDARD
6159,2500,0.0,A5,130gsm Art Paper Silk Finish,None,Single Sided,,49.64,3,FLY-476-519-554-612-STANDARD
2960,2500,0.2,1/3 A4 (DL),450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,120.18,5,FLY-472-571-558-609-STANDARD
3507,2500,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Single Sided,,27.08,3,FLY-512-620-573-470-STANDARD
2474,2500,0.2,Square 105mm x 105mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,81.22,5,FLY-609-503-511-559-STANDARD
1930,2500,0.0,A6,300gsm Art Board Coated,None,Single Sided,,61.37,3,FLY-525-602-433-476-STANDARD
1381,2500,0.2,Square 148mm x 148mm,450gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,218.4,5,FLY-596-472-655-563-STANDARD
4413,2500,0.2,Square 210mm x 210mm,100gsm Premium Smooth White Paper,None,Double Sided,,72.2,4,FLY-464-616-515-520-STANDARD
5866,2500,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Double Sided,,80.75,3,FLY-565-515-598-512-STANDARD
3369,2500,0.0,A4,170gsm Art Paper Gloss Finish,None,Single Sided,,157.94,3,FLY-460-464-476-563-STANDARD
2408,2500,0.0,1/3 A4 (DL),170gsm Art Paper Gloss Finish,None,Single Sided,,41.52,3,FLY-651-559-556-596-STANDARD
381,2500,0.0,Square 105mm x 105mm,170gsm Art Paper Silk Finish,None,Single Sided,,36.1,3,FLY-647-603-648-602-STANDARD
3470,2500,0.2,A5,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,218.4,5,FLY-522-566-604-501-STANDARD
889,2500,0.0,A4,350gsm Art Board Silk Finish,None,Single Sided,,288.8,3,FLY-601-547-654-469-STANDARD
5213,2500,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Single Sided,,157.94,3,FLY-470-519-612-518-STANDARD
1201,2500,0.0,Square 148mm x 148mm,350gsm Art Board Silk Finish,None,Double Sided,,142.5,3,FLY-608-511-549-465-STANDARD
6385,2500,0.0,A4,170gsm Art Paper Gloss Finish,None,Double Sided,,166.25,3,FLY-507-621-528-659-STANDARD
415,2500,0.0,1/3 A4 (DL),170gsm Art Paper Silk Finish,None,Double Sided,,43.7,3,FLY-558-606-515-560-STANDARD
3483,2500,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,380.0,5,FLY-508-607-462-512-STANDARD
5493,2500,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,180.5,5,FLY-574-606-466-606-STANDARD
6794,2500,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,190.0,5,FLY-463-601-571-526-STANDARD
5900,2500,0.2,Square 148mm x 148mm,120gsm Premium Smooth White Paper,None,Double Sided,,50.35,4,FLY-567-666-644-514-STANDARD
3466,2500,0.2,A3,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,857.38,5,FLY-571-517-608-524-STANDARD
5927,2500,0.2,Square 210mm x 210mm,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,518.94,5,FLY-553-461-467-614-STANDARD
1805,2500,0.0,Square 210mm x 210mm,170gsm Art Paper Silk Finish,None,Double Sided,,166.25,3,FLY-506-603-615-609-STANDARD
1516,2500,0.2,A4,120gsm Premium Smooth White Paper,None,Double Sided,,90.25,4,FLY-535-606-521-515-STANDARD
216,2500,0.2,A6,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,101.26,5,FLY-518-558-460-567-STANDARD
6811,2500,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,101.26,5,FLY-606-411-461-569-STANDARD
3439,2500,0.2,A7,100gsm Premium Smooth White Paper,None,Single Sided,,16.97,4,FLY-665-709-560-606-STANDARD
6542,2500,0.0,A7,170gsm Art Paper Gloss Finish,None,Single Sided,,25.27,3,FLY-619-694-464-473-STANDARD
4632,2500,0.0,1/3 A4 (DL),130gsm Art Paper Gloss Finish,None,Double Sided,,33.25,3,FLY-693-514-565-564-STANDARD
2936,2500,0.0,Square 105mm x 105mm,130gsm Art Paper Gloss Finish,None,Double Sided,,28.5,3,FLY-427-575-563-517-STANDARD
5247,2500,0.2,A5,100gsm Premium Smooth White Paper,None,Single Sided,,38.27,4,FLY-498-661-556-469-STANDARD
2442,2500,0.2,A3,120gsm Premium Smooth White Paper,None,Double Sided,,199.5,4,FLY-462-603-607-656-STANDARD
923,2500,0.0,A5,350gsm Art Board Silk Finish,None,Double Sided,,142.5,3,FLY-658-565-525-469-STANDARD
6248,2500,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,190.0,5,FLY-652-610-569-605-STANDARD
3405,2500,0.0,Square 105mm x 105mm,450gsm Art Board Silk Finish,None,Double Sided,,96.9,3,FLY-507-564-557-478-STANDARD
5274,2500,0.2,A4,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,546.25,5,FLY-603-560-552-471-STANDARD
4380,2500,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,180.5,5,FLY-517-707-616-503-STANDARD
539,2500,0.2,Square 148mm x 148mm,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,190.0,5,FLY-481-654-556-607-STANDARD
3311,2500,0.2,A5,350gsm Art Board Silk Finish,Both Sides (Gloss),Double Sided,,190.0,5,FLY-552-657-560-510-STANDARD
3009,2500,0.0,1/3 A4 (DL),350gsm Art Board Silk Finish,None,Single Sided,,76.71,3,FLY-430-572-561-610-STANDARD
5409,2500,0.2,A6,100gsm Premium Smooth White Paper,None,Single Sided,,23.1,4,FLY-512-546-656-611-STANDARD
1109,2500,0.2,A6,350gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,85.5,5,FLY-519-522-603-512-STANDARD
320,2500,0.0,Square 210mm x 210mm,130gsm Art Paper Gloss Finish,None,Double Sided,,95.0,3,FLY-518-560-458-516-STANDARD
3090,2500,0.2,A7,120gsm Premium Smooth White Paper,None,Double Sided,,22.32,4,FLY-511-520-552-520-STANDARD
5798,2500,0.0,A6,130gsm Art Paper Silk Finish,None,Single Sided,,27.08,3,FLY-649-529-558-466-STANDARD
6451,2500,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Gloss),Single Sided,,49.64,5,FLY-416-661-469-605-STANDARD
1839,2500,0.0,A5,350gsm Art Board Silk Finish,None,Single Sided,,135.38,3,FLY-567-509-615-698-STANDARD
4488,2500,0.0,A4,450gsm Art Board Silk Finish,None,Single Sided,,406.12,3,FLY-571-460-563-556-STANDARD
3124,2500,0.2,A3,100gsm Premium Smooth White Paper,None,Single Sided,,151.62,4,FLY-554-663-652-568-STANDARD
1087,2500,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Matt),Single Sided,,101.26,5,FLY-471-511-477-611-STANDARD
6694,2500,0.0,A4,300gsm Art Board Coated,None,Single Sided,,203.06,3,FLY-550-608-599-516-STANDARD
1439,2500,0.2,A3,130gsm Art Paper Gloss Finish,None,Double Sided,,128.25,3,FLY-659-662-515-599-STANDARD
5375,2500,0.0,A7,130gsm Art Paper Silk Finish,None,Single Sided,,18.95,3,FLY-659-703-572-557-STANDARD
5644,2500,0.0,A7,170gsm Art Paper Silk Finish,None,Single Sided,,25.27,3,FLY-553-613-506-657-STANDARD
5764,2500,0.2,A4,100gsm Premium Smooth White Paper,None,Double Sided,,72.2,4,FLY-561-511-476-552-STANDARD
3066,2500,0.2,A7,450gsm Art Board Silk Finish,Both Sides (Matt),Double Sided,,64.79,5,FLY-424-622-518-521-STANDARD
4513,2500,0.2,A3,450gsm Art Board Silk Finish,None,Single Sided,,541.5,3,FLY-657-470-506-653-STANDARD
5458,2500,0.2,A7,350gsm Art Board Silk Finish,Both Sides (Soft Touch),Single Sided,,72.2,5,FLY-466-558-611-509-STANDARD
1862,2500,0.0,1/3 A4 (DL),450gsm Art Board Silk Finish,None,Single Sided,,103.79,3,FLY-572-532-665-670-STANDARD
3036,2500,0.2,Square 105mm x 105mm,450gsm Art Board Silk Finish,Both Sides (Soft Touch),Double Sided,,106.59,5,FLY-507-694-554-551-STANDARD
